event_id,vehicle_id,driver_id,trip_id,event_timestamp,latitude,longitude,speed_kmph,heading,gps_accuracy,ignition_status,battery_level
EVT_0001639612,VH_ORPHAN_7190,DRV_UNKNOWN_495,,2025-01-20 00:26:00.615,29.9611078,90.7505581,58.28,202.3,48.9,ON,75
EVT_0000050181,VH_0074,DRV_0074,,2025-01-20 00:26:49.369,26.9412117,75.7943931,0.0,327.2,22.4,OFF,52
EVT_0000116338,VH_0148,DRV_0148,,2025-01-20 00:26:56.027,19.4934672,73.2101083,0.0,274.9,5.7,OFF,20
EVT_0000199227,VH_0258,DRV_0258,,2025-01-20 00:27:15.214,12.5844363,77.3514358,0.0,163.0,5.5,OFF,54
EVT_0000175844,VH_0228,DRV_0228,,2025-01-20 00:27:29.642,12.8592121,80.2353755,0.0,110.7,23.1,OFF,55
EVT_0001644564,VH_0235,DRV_0235,TRP_NIGHT_0483,2025-01-20 00:29:00.441,13.0112932,80.2959749,51.73,220.7,8.4,ON,77
EVT_0001641142,VH_ORPHAN_4554,DRV_UNKNOWN_515,,2025-01-20 00:29:00.991,19.7333297,87.8044885,36.55,107.2,48.3,ON,79
EVT_0001644337,VH_0208,DRV_0208,TRP_NIGHT_0256,2025-01-20 00:30:00.270,28.6893062,76.7033717,23.45,277.0,15.0,ON,47
EVT_0000027091,VH_0041,DRV_0341,,2025-01-20 00:30:14.188,18.6776116,73.4731372,0.0,28.3,22.8,OFF,72
EVT_0001639709,VH_ORPHAN_3979,DRV_UNKNOWN_160,,2025-01-20 00:31:00.264,18.231626,81.2627279,23.22,304.6,6.1,ON,50
EVT_0001642264,VH_ORPHAN_5285,DRV_UNKNOWN_876,,2025-01-20 00:31:00.852,11.4536022,84.0797995,59.67,79.6,13.0,ON,86
EVT_0001644271,VH_0128,DRV_0128,TRP_NIGHT_0190,2025-01-20 00:31:00.885,19.4117752,72.8679222,45.05,12.6,9.4,ON,84
EVT_0000128472,VH_0171,DRV_0171,,2025-01-20 00:31:58.639,23.017921,72.2541175,0.0,54.5,17.1,OFF,47
EVT_0001641905,VH_ORPHAN_5365,DRV_UNKNOWN_976,,2025-01-20 00:32:00.085,32.5324572,85.9508453,36.12,333.2,41.0,OFF,8
EVT_0001644482,VH_0218,DRV_0218,TRP_NIGHT_0401,2025-01-20 00:32:00.840,12.6749728,78.0856927,56.94,196.6,20.0,ON,66
EVT_0001644193,VH_0119,DRV_0119,TRP_NIGHT_0112,2025-01-20 00:33:00.361,13.1021786,80.6970471,32.57,268.2,17.8,ON,60
EVT_0000119417,VH_0153,DRV_0153,,2025-01-20 00:33:42.152,18.9238646,72.8376199,0.0,203.9,5.7,OFF,20
EVT_0001644188,VH_0269,DRV_0269,TRP_NIGHT_0107,2025-01-20 00:34:00.808,22.3603494,88.2496368,55.68,92.8,5.9,ON,36
EVT_0001641897,VH_ORPHAN_8868,DRV_UNKNOWN_514,,2025-01-20 00:35:00.555,26.6893616,95.972691,55.1,246.2,45.9,OFF,83
EVT_0001643825,VH_ORPHAN_8713,DRV_UNKNOWN_559,,2025-01-20 00:36:00.804,17.1523422,87.2824332,77.52,121.2,24.1,ON,66
EVT_0000180689,VH_0236,DRV_0236,,2025-01-20 00:36:47.467,28.8528579,76.7639796,0.0,44.6,14.2,OFF,16
EVT_0000223708,VH_0294,DRV_0294,,2025-01-20 00:37:05.720,22.7101964,72.2530077,0.0,212.8,17.0,OFF,78
EVT_0000173935,VH_0223,DRV_0223,,2025-01-20 00:37:07.522,29.0058425,77.1278939,0.0,119.6,26.6,OFF,39
EVT_0000047819,VH_0070,DRV_0070,,2025-01-20 00:37:11.973,13.351228,77.4088657,0.0,349.8,11.4,OFF,11
EVT_0000078490,VH_0104,DRV_0104,,2025-01-20 00:37:17.185,27.2326716,75.6693023,0.0,356.2,18.4,OFF,44
EVT_0001639172,VH_ORPHAN_4080,DRV_UNKNOWN_533,,2025-01-20 00:38:00.853,10.5653718,79.6740334,79.57,336.1,12.4,OFF,8
EVT_0000124914,VH_0163,DRV_0163,,2025-01-20 00:38:51.473,27.0732812,75.7490486,0.0,275.5,12.4,OFF,71
EVT_0001644466,VH_0228,DRV_0228,TRP_NIGHT_0385,2025-01-20 00:39:00.089,13.2921945,80.3596389,32.58,20.3,19.2,ON,43
EVT_0001642667,VH_ORPHAN_4913,DRV_UNKNOWN_261,,2025-01-20 00:39:00.561,22.6063565,83.6718178,2.09,168.0,37.3,ON,17
EVT_0001644449,VH_0109,DRV_0109,TRP_NIGHT_0368,2025-01-20 00:39:00.763,28.6321307,77.0741152,44.24,328.5,17.5,ON,59
EVT_0000070149,VH_0094,DRV_0094,,2025-01-20 00:39:18.994,18.5982888,74.0601178,0.0,273.8,25.2,OFF,38
EVT_0000118905,VH_0151,DRV_0151,,2025-01-20 00:39:53.381,22.92643,88.1865695,0.0,325.3,25.9,OFF,65
EVT_0001643829,VH_ORPHAN_6455,DRV_UNKNOWN_431,,2025-01-20 00:40:00.692,14.840934,80.2747926,55.83,331.1,29.6,OFF,60
EVT_0000138883,VH_0181,DRV_0181,,2025-01-20 00:40:01.136,27.0870603,76.2009158,0.0,205.0,8.4,OFF,84
EVT_0001640814,VH_ORPHAN_8066,DRV_UNKNOWN_963,,2025-01-20 00:41:00.322,10.0683321,90.2153022,46.74,52.6,39.7,ON,17
EVT_0001644137,VH_0178,DRV_0178,TRP_NIGHT_0056,2025-01-20 00:42:00.438,28.7064787,76.5692334,36.05,75.4,15.0,ON,66
EVT_0000203625,VH_0266,DRV_0266,,2025-01-20 00:42:09.237,22.9021376,71.7773995,0.0,303.4,13.4,OFF,81
EVT_0001642321,VH_ORPHAN_1371,DRV_UNKNOWN_536,,2025-01-20 00:43:00.701,32.8137538,94.1425843,69.15,322.1,48.4,OFF,14
EVT_0001643115,VH_ORPHAN_7525,DRV_UNKNOWN_181,,2025-01-20 00:44:00.275,32.801377,71.3029597,5.63,197.7,6.3,OFF,96
EVT_0000181939,VH_0237,DRV_0237,,2025-01-20 00:44:10.800,12.9378687,80.5714401,0.0,29.6,26.9,OFF,46
EVT_0001643546,VH_ORPHAN_1833,DRV_UNKNOWN_648,,2025-01-20 00:46:00.627,27.5997074,85.2526625,46.36,110.9,11.0,OFF,32
EVT_0000180692,VH_0236,DRV_0236,,2025-01-20 00:46:25.853,28.8525331,76.7631044,0.0,44.6,28.5,OFF,56
EVT_0001642573,VH_ORPHAN_2816,DRV_UNKNOWN_684,,2025-01-20 00:47:00.375,10.9732534,93.8503298,65.76,342.4,44.8,ON,90
EVT_0000091110,VH_0118,DRV_0118,,2025-01-20 00:47:25.386,17.3003167,78.4299069,0.0,187.0,24.0,OFF,51
EVT_0000147628,VH_0194,DRV_0194,,2025-01-20 00:47:44.120,12.8411699,77.6763374,0.0,271.6,15.1,OFF,19
EVT_0001640484,VH_ORPHAN_8172,DRV_UNKNOWN_513,,2025-01-20 00:48:00.100,28.4398809,92.4878019,42.01,58.7,12.6,ON,13
EVT_0001641914,VH_ORPHAN_1031,DRV_UNKNOWN_687,,2025-01-20 00:48:00.907,29.6305256,78.5052908,52.08,349.5,21.2,ON,75
EVT_0001642353,VH_ORPHAN_9387,DRV_UNKNOWN_250,,2025-01-20 00:49:00.216,30.7794466,70.0681206,20.3,98.9,5.5,ON,25
EVT_0001639705,VH_ORPHAN_6728,DRV_UNKNOWN_450,,2025-01-20 00:49:00.219,23.229634,68.5781682,57.53,245.7,49.1,OFF,56
EVT_0000062532,VH_0090,DRV_0090,,2025-01-20 00:50:35.440,12.9157128,80.1749785,0.0,224.5,27.7,OFF,20
EVT_0000076121,VH_0100,DRV_0100,,2025-01-20 00:51:07.060,18.4565452,73.3379442,0.0,119.3,20.3,OFF,77
EVT_0001644390,VH_0201,DRV_0201,TRP_NIGHT_0309,2025-01-20 00:52:00.075,19.3023212,72.5059743,25.16,187.1,10.7,ON,69
EVT_0001644344,VH_0071,DRV_0071,TRP_NIGHT_0263,2025-01-20 00:52:00.096,18.6088326,73.6200373,51.86,219.8,18.8,ON,88
EVT_0000013037,VH_0018,DRV_0318,,2025-01-20 00:53:10.878,18.8463313,74.1703762,0.0,41.3,9.7,OFF,33
EVT_0000151993,VH_0199,DRV_0199,,2025-01-20 00:53:24.799,13.9628632,80.4837525,0.0,290.9,5.3,OFF,51
EVT_0000176131,VH_0229,DRV_0229,,2025-01-20 00:53:25.777,26.5906499,75.5872722,0.0,340.5,24.1,OFF,69
EVT_0000147620,VH_0194,DRV_0194,,2025-01-20 00:54:12.234,12.8419309,77.6771803,0.0,271.6,9.0,OFF,79
EVT_0000183895,VH_0239,DRV_0239,,2025-01-20 00:54:50.505,26.6081575,75.5626591,0.0,332.3,16.4,OFF,66
EVT_0001644330,VH_0169,DRV_0169,TRP_NIGHT_0249,2025-01-20 00:56:00.003,19.2075005,73.5241999,55.14,355.7,13.6,ON,78
EVT_0001644352,VH_0095,DRV_0095,TRP_NIGHT_0271,2025-01-20 00:56:00.976,17.5581552,78.6674796,34.8,202.1,19.8,ON,70
EVT_0000000008,VH_0001,DRV_0001,,2025-01-20 00:57:31.152,26.9133716,75.709805,0.0,173.6,5.9,OFF,59
EVT_0001644269,VH_0035,DRV_0035,TRP_NIGHT_0188,2025-01-20 00:59:00.724,28.4954803,76.1537482,37.66,203.3,6.8,ON,78
EVT_0001643475,VH_ORPHAN_8232,DRV_UNKNOWN_705,,2025-01-20 01:00:00.170,12.0006182,82.8535814,32.76,75.2,8.2,ON,75
EVT_0001641330,VH_ORPHAN_6875,DRV_UNKNOWN_523,,2025-01-20 01:01:00.340,23.5311647,70.946797,14.93,228.6,33.8,OFF,9
EVT_0000118913,VH_0151,DRV_0151,,2025-01-20 01:02:03.992,22.928119,88.1870241,0.0,325.3,6.7,OFF,73
EVT_0000119410,VH_0153,DRV_0153,,2025-01-20 01:02:13.306,18.9222636,72.8374219,0.0,203.9,9.0,OFF,66
EVT_0001642626,VH_ORPHAN_3174,DRV_UNKNOWN_357,,2025-01-20 01:04:00.600,26.816915,77.0859769,71.42,120.5,27.7,ON,13
EVT_0001643307,VH_ORPHAN_2330,DRV_UNKNOWN_327,,2025-01-20 01:05:00.076,18.5033665,94.3351841,6.56,11.9,19.8,ON,88
EVT_0000083220,VH_0108,DRV_0108,,2025-01-20 01:05:33.519,18.9514479,72.8477034,0.0,2.0,20.1,OFF,17
EVT_0000185876,VH_0241,DRV_0241,,2025-01-20 01:05:59.345,26.7806535,80.6818254,0.0,108.6,24.6,OFF,27
EVT_0001644428,VH_0115,DRV_0115,TRP_NIGHT_0347,2025-01-20 01:06:00.563,22.8221502,88.5314991,24.34,142.7,19.7,ON,84
EVT_0001641945,VH_ORPHAN_4077,DRV_UNKNOWN_103,,2025-01-20 01:07:00.492,19.8250322,68.6425575,62.72,251.1,15.7,ON,82
EVT_0000079714,VH_0105,DRV_0105,,2025-01-20 01:07:51.806,18.4903633,73.6147036,0.0,212.2,8.8,OFF,93
EVT_0001644333,VH_0205,DRV_0205,TRP_NIGHT_0252,2025-01-20 01:09:00.924,18.3935748,73.3187158,42.45,351.2,16.3,ON,62
EVT_0001642069,VH_ORPHAN_1157,DRV_UNKNOWN_542,,2025-01-20 01:12:00.349,11.3252549,82.4047499,0.37,352.4,39.0,ON,87
EVT_0000216703,VH_0287,DRV_0287,,2025-01-20 01:13:32.067,12.7205211,77.3115617,0.0,186.0,8.3,OFF,22
EVT_0001644252,VH_0037,DRV_0337,TRP_NIGHT_0171,2025-01-20 01:15:00.677,22.9675972,88.5282339,56.7,279.2,5.2,ON,41
EVT_0000005455,VH_0007,DRV_0007,,2025-01-20 01:15:21.675,17.0290518,78.4756941,0.0,198.3,13.1,OFF,22
EVT_0001641414,VH_ORPHAN_9281,DRV_UNKNOWN_841,,2025-01-20 01:16:00.447,12.4787529,87.1909268,11.78,72.5,42.2,OFF,46
EVT_0001640360,VH_ORPHAN_5388,DRV_UNKNOWN_687,,2025-01-20 01:16:00.635,12.4286035,96.1171529,14.6,342.1,8.7,ON,77
EVT_0001640744,VH_ORPHAN_1225,DRV_UNKNOWN_383,,2025-01-20 01:16:00.996,18.7048484,79.6157533,59.57,91.3,21.5,ON,55
EVT_0000199922,VH_0261,DRV_0261,,2025-01-20 01:16:08.764,26.9858757,81.0256322,0.0,244.3,12.7,OFF,24
EVT_0000180358,VH_0235,DRV_0235,,2025-01-20 01:16:40.388,12.8869867,80.0508244,0.0,253.5,19.4,OFF,75
EVT_0001643069,VH_ORPHAN_4188,DRV_UNKNOWN_887,,2025-01-20 01:17:00.137,19.2437721,86.8851134,32.59,24.0,45.4,OFF,91
EVT_0000012418,VH_0017,DRV_0017,,2025-01-20 01:17:17.635,22.1825276,88.6987355,0.0,35.5,24.5,OFF,34
EVT_0000011772,VH_0015,DRV_0015,,2025-01-20 01:17:38.149,26.8929921,75.7551913,0.0,198.2,24.0,OFF,64
EVT_0001644268,VH_0068,DRV_0068,TRP_NIGHT_0187,2025-01-20 01:18:00.864,28.1816805,76.5567715,45.91,7.6,9.1,ON,61
EVT_0000167857,VH_0218,DRV_0218,,2025-01-20 01:18:09.204,13.0986772,77.0717516,0.0,131.1,12.1,OFF,56
EVT_0001644121,VH_0109,DRV_0109,TRP_NIGHT_0040,2025-01-20 01:19:00.630,28.7214569,77.0446155,48.96,151.3,14.5,ON,33
EVT_0000224544,VH_0295,DRV_0295,,2025-01-20 01:20:13.553,16.9251732,78.3564262,0.0,143.0,14.6,OFF,30
EVT_0000105201,VH_0134,DRV_0134,,2025-01-20 01:21:54.125,26.8760973,80.8546165,0.0,291.0,18.1,OFF,83
EVT_0000027089,VH_0041,DRV_0341,,2025-01-20 01:27:20.915,18.6770959,73.4729978,0.0,28.3,11.7,OFF,26
EVT_0000047830,VH_0070,DRV_0070,,2025-01-20 01:28:49.603,13.3515962,77.4084453,0.0,349.8,10.5,OFF,42
EVT_0000205522,VH_0268,DRV_0268,,2025-01-20 01:29:19.597,22.955518,72.737571,0.0,235.5,21.7,OFF,36
EVT_0001642347,VH_ORPHAN_6360,DRV_UNKNOWN_664,,2025-01-20 01:31:00.509,31.7695275,92.975958,31.31,332.3,49.3,ON,59
EVT_0000224534,VH_0295,DRV_0295,,2025-01-20 01:31:40.690,16.9242414,78.3555329,0.0,143.0,13.3,OFF,85
EVT_0000119418,VH_0153,DRV_0153,,2025-01-20 01:33:52.782,18.9230764,72.838631,0.0,203.9,27.8,OFF,40
EVT_0001643384,VH_ORPHAN_8919,DRV_UNKNOWN_357,,2025-01-20 01:35:00.985,8.9805453,80.9044551,51.5,136.6,18.5,OFF,80
EVT_0000044017,VH_0062,DRV_0062,,2025-01-20 01:35:25.024,28.7796206,76.9354522,0.0,37.2,5.1,OFF,24
EVT_0001644277,VH_0242,DRV_0242,TRP_NIGHT_0196,2025-01-20 01:36:00.791,22.6621479,87.8255075,37.66,263.0,8.9,ON,74
EVT_0001639473,VH_ORPHAN_4234,DRV_UNKNOWN_829,,2025-01-20 01:36:00.898,34.6018723,80.5083009,19.06,125.6,7.5,OFF,52
EVT_0000105191,VH_0133,DRV_0133,,2025-01-20 01:36:01.882,12.9052819,77.6779849,0.0,58.8,26.0,OFF,52
EVT_0000185881,VH_0241,DRV_0241,,2025-01-20 01:36:45.421,26.7817953,80.6821022,0.0,108.6,11.4,OFF,12
EVT_0001641942,VH_ORPHAN_7268,DRV_UNKNOWN_118,,2025-01-20 01:37:00.186,10.7982953,70.6830083,0.78,50.5,14.7,OFF,77
EVT_0001640099,VH_ORPHAN_3128,DRV_UNKNOWN_482,,2025-01-20 01:37:00.771,12.5713092,92.4554744,35.95,42.1,38.3,OFF,51
EVT_0000167856,VH_0218,DRV_0218,,2025-01-20 01:37:21.813,13.0995368,77.0724255,0.0,131.1,22.2,OFF,62
EVT_0000129205,VH_0172,DRV_0172,,2025-01-20 01:37:22.439,12.7940236,77.6184972,0.0,23.1,29.4,OFF,52
EVT_0000051491,VH_0076,DRV_0076,,2025-01-20 01:37:53.905,17.7298741,77.8468142,0.0,347.8,12.3,OFF,66
EVT_0000128468,VH_0171,DRV_0171,,2025-01-20 01:38:35.138,23.0175465,72.2536305,0.0,54.5,23.5,OFF,93
EVT_0000167875,VH_0219,DRV_0219,,2025-01-20 01:39:17.462,22.6328492,88.3935299,0.0,173.3,10.8,OFF,96
EVT_0001639567,VH_ORPHAN_3558,DRV_UNKNOWN_692,,2025-01-20 01:40:00.635,25.2128895,71.5550481,75.84,349.6,12.2,ON,83
EVT_0000043817,VH_0060,DRV_0060,,2025-01-20 01:40:04.103,28.6805725,77.0596903,0.0,227.4,20.1,OFF,43
EVT_0000062536,VH_0090,DRV_0090,,2025-01-20 01:40:05.635,12.9165673,80.1747365,0.0,224.5,19.2,OFF,48
EVT_0000128466,VH_0171,DRV_0171,,2025-01-20 01:41:33.566,23.0177914,72.2541583,0.0,54.5,21.8,OFF,28
EVT_0000050180,VH_0074,DRV_0074,,2025-01-20 01:42:34.576,26.9394884,75.7935138,0.0,327.2,6.8,OFF,79
EVT_0000211132,VH_0280,DRV_0280,,2025-01-20 01:43:03.145,26.3834833,81.3894421,0.0,114.6,20.5,OFF,26
EVT_0000047823,VH_0070,DRV_0070,,2025-01-20 01:43:29.437,13.3523167,77.408648,0.0,349.8,23.9,OFF,93
EVT_0001643190,VH_ORPHAN_4709,DRV_UNKNOWN_137,,2025-01-20 01:44:00.175,31.5179897,69.4825332,32.82,131.6,32.6,OFF,39
EVT_0000080628,VH_0106,DRV_0106,,2025-01-20 01:44:33.827,28.8782334,77.8497402,0.0,344.0,11.8,OFF,98
EVT_0000050162,VH_0073,DRV_0073,,2025-01-20 01:45:44.651,26.7814568,80.7968682,0.0,218.1,20.8,OFF,76
EVT_0001644199,VH_0118,DRV_0118,TRP_NIGHT_0118,2025-01-20 01:46:00.576,17.1200007,79.0722235,49.1,171.8,14.9,ON,74
EVT_0000034300,VH_0048,DRV_0348,,2025-01-20 01:46:20.822,22.3575011,88.9755603,0.0,132.4,11.2,OFF,79
EVT_0000038891,VH_0052,DRV_0052,,2025-01-20 01:47:48.464,12.691175,80.7819189,0.0,235.7,6.6,OFF,64
EVT_0001642148,VH_ORPHAN_6606,DRV_UNKNOWN_175,,2025-01-20 01:49:00.318,31.8290961,71.3446915,67.85,21.9,28.2,OFF,57
EVT_0001644235,VH_0006,DRV_0006,TRP_NIGHT_0154,2025-01-20 01:49:00.728,22.518852,72.4708604,32.01,138.2,6.0,ON,80
EVT_0000083228,VH_0108,DRV_0108,,2025-01-20 01:50:17.843,18.9509567,72.8467587,0.0,2.0,7.2,OFF,64
EVT_0001640743,VH_ORPHAN_4910,DRV_UNKNOWN_540,,2025-01-20 01:51:00.606,21.6121305,68.0608237,48.92,217.3,22.1,OFF,81
EVT_0001643843,VH_ORPHAN_7177,DRV_UNKNOWN_848,,2025-01-20 01:51:00.729,26.8883309,85.2023124,58.36,153.9,43.9,OFF,30
EVT_0000167876,VH_0219,DRV_0219,,2025-01-20 01:52:36.054,22.6313526,88.3927516,0.0,173.3,26.8,OFF,84
EVT_0001644438,VH_0105,DRV_0105,TRP_NIGHT_0357,2025-01-20 01:55:00.353,18.787084,73.3622329,58.78,28.4,5.1,ON,84
EVT_0001644446,VH_0159,DRV_0159,TRP_NIGHT_0365,2025-01-20 01:56:00.179,26.864806,75.6508634,34.86,175.2,14.4,ON,67
EVT_0001639910,VH_ORPHAN_1547,DRV_UNKNOWN_460,,2025-01-20 01:56:00.615,11.3565799,95.2386451,75.87,286.2,39.1,ON,74
EVT_0000047828,VH_0070,DRV_0070,,2025-01-20 01:56:04.206,13.351691,77.4088152,0.0,349.8,24.6,OFF,60
EVT_0000107282,VH_0138,DRV_0138,,2025-01-20 01:56:43.204,18.4830652,73.7624587,0.0,57.8,22.0,OFF,12
EVT_0001642520,VH_ORPHAN_4459,DRV_UNKNOWN_533,,2025-01-20 01:57:00.196,18.4656246,92.6897918,74.86,70.1,18.1,ON,94
EVT_0000053831,VH_0080,DRV_0080,,2025-01-20 01:57:13.607,22.6781487,72.4684077,0.0,213.5,26.6,OFF,27
EVT_0001641143,VH_ORPHAN_9885,DRV_UNKNOWN_224,,2025-01-20 02:00:00.038,19.3547377,87.5005646,33.9,158.0,49.7,ON,13
EVT_0001642365,VH_ORPHAN_1200,DRV_UNKNOWN_983,,2025-01-20 02:00:00.889,14.9425593,88.5418789,63.43,243.3,48.4,ON,80
EVT_0000151988,VH_0199,DRV_0199,,2025-01-20 02:02:30.469,13.9626644,80.4830283,0.0,290.9,19.7,OFF,30
