trip_id,vehicle_id,driver_id,planned_start,planned_end,origin_city,destination_city,status
TRP_000081,VH_0055,DRV_0055,2025-01-20 19:31:00,2025-01-20 21:17:00,Delhi,Delhi,COMPLETED
TRP_000082,VH_0056,DRV_0056,2025-01-20 07:42:00,2025-01-20 10:20:00,Delhi,Delhi,COMPLETED
TRP_000083,VH_0058,DRV_0058,2025-01-20 13:34:00,2025-01-20 14:34:00,Lucknow,Mumbai,COMPLETED
TRP_000084,VH_0058,DRV_0058,2025-01-20 18:39:00,2025-01-20 19:48:00,Lucknow,Lucknow,IN_PROGRESS
TRP_000085,VH_0059,DRV_0059,2025-01-20 12:03:00,2025-01-20 13:47:00,Pune,Kolkata,COMPLETED
TRP_000086,VH_0059,DRV_0059,2025-01-20 19:46:00,2025-01-20 21:13:00,Pune,Pune,COMPLETED
TRP_000087,VH_0062,DRV_0062,2025-01-20 06:09:00,2025-01-20 06:47:00,Delhi,Delhi,COMPLETED
TRP_000088,VH_0062,DRV_0062,2025-01-20 10:21:00,2025-01-20 12:01:00,Delhi,Delhi,CANCELLED
TRP_000089,VH_0063,DRV_0063,2025-01-20 09:07:00,2025-01-20 09:57:00,Hyderabad,Hyderabad,COMPLETED
TRP_000090,VH_0063,DRV_0063,2025-01-20 13:56:00,2025-01-20 15:48:00,Hyderabad,Hyderabad,COMPLETED
TRP_000091,VH_0064,DRV_0064,2025-01-20 18:20:00,2025-01-20 19:30:00,Lucknow,Lucknow,COMPLETED
TRP_000092,VH_0065,DRV_0065,2025-01-20 06:04:00,2025-01-20 06:45:00,Bangalore,Chennai,COMPLETED
TRP_000093,VH_0066,DRV_0066,2025-01-20 11:56:00,2025-01-20 13:20:00,Chennai,Chennai,COMPLETED
TRP_000094,VH_0066,DRV_0066,2025-01-20 12:51:00,2025-01-20 14:42:00,Chennai,Chennai,COMPLETED
TRP_000095,VH_0066,DRV_0066,2025-01-20 18:37:00,2025-01-20 19:27:00,Chennai,Chennai,COMPLETED
TRP_000096,VH_0066,DRV_0066,2025-01-20 21:53:00,2025-01-20 22:38:00,Chennai,Chennai,IN_PROGRESS
TRP_000097,VH_0067,DRV_0067,2025-01-20 13:03:00,2025-01-20 13:35:00,Jaipur,Jaipur,COMPLETED
TRP_000098,VH_0068,DRV_0068,2025-01-20 19:18:00,2025-01-20 21:29:00,Delhi,Delhi,CANCELLED
TRP_000099,VH_0069,DRV_0069,2025-01-20 14:45:00,2025-01-20 16:18:00,Hyderabad,Ahmedabad,COMPLETED
TRP_000100,VH_0070,DRV_0070,2025-01-20 12:29:00,2025-01-20 14:13:00,Bangalore,Bangalore,IN_PROGRESS
TRP_000101,VH_0071,DRV_0071,2025-01-20 10:12:00,2025-01-20 12:12:00,Pune,Pune,IN_PROGRESS
TRP_000102,VH_0071,DRV_0071,2025-01-20 14:49:00,2025-01-20 15:33:00,Pune,Pune,COMPLETED
TRP_000103,VH_0071,DRV_0071,2025-01-20 19:13:00,2025-01-20 19:44:00,Pune,Pune,COMPLETED
TRP_000104,VH_0072,DRV_0072,2025-01-20 21:37:00,2025-01-20 23:09:00,Jaipur,Jaipur,COMPLETED
TRP_000105,VH_0073,DRV_0073,2025-01-20 08:47:00,2025-01-20 11:22:00,Lucknow,Kolkata,COMPLETED
TRP_000106,VH_0073,DRV_0073,2025-01-20 16:57:00,2025-01-20 17:43:00,Lucknow,Lucknow,COMPLETED
TRP_000107,VH_0075,DRV_0075,2025-01-20 08:32:00,2025-01-20 10:05:00,Jaipur,Chennai,COMPLETED
TRP_000108,VH_0076,DRV_0076,2025-01-20 21:45:00,2025-01-21 00:42:00,Hyderabad,Hyderabad,COMPLETED
TRP_000109,VH_0077,DRV_0077,2025-01-20 12:47:00,2025-01-20 15:39:00,Pune,Pune,COMPLETED
TRP_000110,VH_0078,DRV_0078,2025-01-20 17:22:00,2025-01-20 19:27:00,Kolkata,Hyderabad,COMPLETED
TRP_000111,VH_0079,DRV_0079,2025-01-20 18:11:00,2025-01-20 19:30:00,Mumbai,Mumbai,COMPLETED
TRP_000112,VH_0080,DRV_0080,2025-01-20 07:24:00,2025-01-20 09:22:00,Ahmedabad,Mumbai,COMPLETED
TRP_000113,VH_0081,DRV_0081,2025-01-20 08:41:00,2025-01-20 09:21:00,Chennai,Chennai,COMPLETED
TRP_000114,VH_0081,DRV_0081,2025-01-20 13:27:00,2025-01-20 14:58:00,Chennai,Chennai,COMPLETED
TRP_000115,VH_0082,DRV_0082,2025-01-20 07:37:00,2025-01-20 08:45:00,Hyderabad,Ahmedabad,COMPLETED
TRP_000116,VH_0082,DRV_0082,2025-01-20 09:48:00,2025-01-20 10:25:00,Hyderabad,Hyderabad,COMPLETED
TRP_000117,VH_0084,DRV_0084,2025-01-20 08:11:00,2025-01-20 09:12:00,Hyderabad,Hyderabad,COMPLETED
TRP_000118,VH_0084,DRV_0084,2025-01-20 19:58:00,2025-01-20 21:26:00,Hyderabad,Ahmedabad,COMPLETED
TRP_000119,VH_0085,DRV_0085,2025-01-20 18:09:00,2025-01-20 19:16:00,Mumbai,Pune,COMPLETED
TRP_000120,VH_0086,DRV_0086,2025-01-20 10:49:00,2025-01-20 13:09:00,Hyderabad,Hyderabad,COMPLETED
TRP_000121,VH_0086,DRV_0086,2025-01-20 11:29:00,2025-01-20 14:10:00,Hyderabad,Hyderabad,IN_PROGRESS
TRP_000122,VH_0086,DRV_0086,2025-01-20 15:46:00,2025-01-20 18:22:00,Hyderabad,Hyderabad,COMPLETED
TRP_000123,VH_0086,DRV_0086,2025-01-20 17:20:00,2025-01-20 20:04:00,Hyderabad,Lucknow,COMPLETED
TRP_000124,VH_0087,DRV_0087,2025-01-20 08:16:00,2025-01-20 10:18:00,Bangalore,Bangalore,COMPLETED
TRP_000125,VH_0087,DRV_0087,2025-01-20 13:54:00,2025-01-20 16:14:00,Bangalore,Bangalore,COMPLETED
TRP_000126,VH_0088,DRV_0088,2025-01-20 21:36:00,2025-01-20 22:50:00,Pune,Kolkata,COMPLETED
TRP_000127,VH_0089,DRV_0089,2025-01-20 08:22:00,2025-01-20 10:11:00,Mumbai,Lucknow,COMPLETED
TRP_000128,VH_0089,DRV_0089,2025-01-20 09:51:00,2025-01-20 10:53:00,Mumbai,Mumbai,COMPLETED
TRP_000129,VH_0089,DRV_0089,2025-01-20 11:43:00,2025-01-20 12:46:00,Mumbai,Mumbai,COMPLETED
TRP_000130,VH_0089,DRV_0089,2025-01-20 15:14:00,2025-01-20 16:24:00,Mumbai,Delhi,COMPLETED
TRP_000131,VH_0090,DRV_0090,2025-01-20 12:51:00,2025-01-20 14:14:00,Chennai,Chennai,COMPLETED
TRP_000132,VH_0090,DRV_0090,2025-01-20 20:55:00,2025-01-20 21:29:00,Chennai,Chennai,COMPLETED
TRP_000133,VH_0091,DRV_0091,2025-01-20 13:51:00,2025-01-20 16:11:00,Delhi,Delhi,COMPLETED
TRP_000134,VH_0091,DRV_0091,2025-01-20 15:21:00,2025-01-20 16:14:00,Delhi,Delhi,COMPLETED
TRP_000135,VH_0091,DRV_0091,2025-01-20 17:35:00,2025-01-20 18:50:00,Delhi,Delhi,COMPLETED
TRP_000136,VH_0091,DRV_0091,2025-01-20 19:00:00,2025-01-20 20:59:00,Delhi,Delhi,COMPLETED
TRP_000137,VH_0092,DRV_0092,2025-01-20 13:55:00,2025-01-20 16:51:00,Chennai,Ahmedabad,COMPLETED
TRP_000138,VH_0092,DRV_0092,2025-01-20 15:08:00,2025-01-20 17:07:00,Chennai,Chennai,COMPLETED
TRP_000139,VH_0092,DRV_0092,2025-01-20 20:18:00,2025-01-21 00:08:00,Chennai,Lucknow,COMPLETED
TRP_000140,VH_0093,DRV_0093,2025-01-20 08:58:00,2025-01-20 10:55:00,Jaipur,Jaipur,COMPLETED
TRP_000141,VH_0093,DRV_0093,2025-01-20 10:39:00,2025-01-20 14:11:00,Jaipur,Jaipur,COMPLETED
TRP_000142,VH_0093,DRV_0093,2025-01-20 19:20:00,2025-01-20 22:30:00,Jaipur,Jaipur,COMPLETED
TRP_000143,VH_0094,DRV_0094,2025-01-20 13:43:00,2025-01-20 15:43:00,Pune,Ahmedabad,COMPLETED
TRP_000144,VH_0094,DRV_0094,2025-01-20 19:03:00,2025-01-20 19:41:00,Pune,Jaipur,COMPLETED
TRP_000145,VH_0095,DRV_0095,2025-01-20 09:17:00,2025-01-20 10:42:00,Hyderabad,Hyderabad,COMPLETED
TRP_000146,VH_0095,DRV_0095,2025-01-20 12:22:00,2025-01-20 13:29:00,Hyderabad,Hyderabad,COMPLETED
TRP_000147,VH_0095,DRV_0095,2025-01-20 17:09:00,2025-01-20 18:55:00,Hyderabad,Hyderabad,COMPLETED
TRP_000148,VH_0095,DRV_0095,2025-01-20 20:03:00,2025-01-20 22:00:00,Hyderabad,Delhi,COMPLETED
TRP_000149,VH_0096,DRV_0096,2025-01-20 13:09:00,2025-01-20 14:18:00,Chennai,Kolkata,COMPLETED
TRP_000150,VH_0097,DRV_0097,2025-01-20 14:24:00,2025-01-20 16:18:00,Bangalore,Ahmedabad,COMPLETED
TRP_000151,VH_0097,DRV_0097,2025-01-20 16:53:00,2025-01-20 17:45:00,Bangalore,Bangalore,COMPLETED
TRP_000152,VH_0097,DRV_0097,2025-01-20 20:03:00,2025-01-20 23:01:00,Bangalore,Bangalore,COMPLETED
TRP_000153,VH_0099,DRV_0099,2025-01-20 09:39:00,2025-01-20 10:19:00,Pune,Pune,COMPLETED
TRP_000154,VH_0099,DRV_0099,2025-01-20 16:42:00,2025-01-20 17:28:00,Pune,Pune,COMPLETED
TRP_000155,VH_0100,DRV_0100,2025-01-20 12:52:00,2025-01-20 16:12:00,Mumbai,Mumbai,COMPLETED
TRP_000156,VH_0100,DRV_0100,2025-01-20 20:08:00,2025-01-20 23:04:00,Mumbai,Mumbai,COMPLETED
TRP_000157,VH_0101,DRV_0101,2025-01-20 12:53:00,2025-01-20 13:42:00,Bangalore,Bangalore,IN_PROGRESS
TRP_000158,VH_0101,DRV_0101,2025-01-20 13:40:00,2025-01-20 15:35:00,Bangalore,Bangalore,COMPLETED
TRP_000159,VH_0102,DRV_0102,2025-01-20 08:25:00,2025-01-20 09:59:00,Kolkata,Kolkata,IN_PROGRESS
TRP_000160,VH_0103,DRV_0103,2025-01-20 14:44:00,2025-01-20 15:56:00,Hyderabad,Jaipur,COMPLETED
TRP_000161,VH_0103,DRV_0103,2025-01-20 20:01:00,2025-01-20 21:11:00,Hyderabad,Hyderabad,IN_PROGRESS
TRP_000162,VH_0104,DRV_0104,2025-01-20 06:02:00,2025-01-20 06:51:00,Jaipur,Hyderabad,COMPLETED
TRP_000163,VH_0104,DRV_0104,2025-01-20 10:40:00,2025-01-20 11:35:00,Jaipur,Jaipur,COMPLETED
TRP_000164,VH_0105,DRV_0105,2025-01-20 09:00:00,2025-01-20 11:50:00,Pune,Pune,COMPLETED
TRP_000165,VH_0105,DRV_0105,2025-01-20 12:24:00,2025-01-20 13:40:00,Pune,Pune,COMPLETED
TRP_000166,VH_0106,DRV_0106,2025-01-20 10:03:00,2025-01-20 11:51:00,Delhi,Lucknow,COMPLETED
TRP_000167,VH_0106,DRV_0106,2025-01-20 17:38:00,2025-01-20 18:50:00,Delhi,Delhi,IN_PROGRESS
TRP_000168,VH_0107,DRV_0107,2025-01-20 10:03:00,2025-01-20 11:45:00,Kolkata,Bangalore,COMPLETED
TRP_000169,VH_0107,DRV_0107,2025-01-20 14:37:00,2025-01-20 15:16:00,Kolkata,Kolkata,COMPLETED
TRP_000170,VH_0107,DRV_0107,2025-01-20 19:23:00,2025-01-20 20:53:00,Kolkata,Bangalore,COMPLETED
TRP_000171,VH_0108,DRV_0108,2025-01-20 07:16:00,2025-01-20 09:36:00,Mumbai,Mumbai,COMPLETED
TRP_000172,VH_0108,DRV_0108,2025-01-20 12:24:00,2025-01-20 14:58:00,Mumbai,Lucknow,COMPLETED
TRP_000173,VH_0110,DRV_0110,2025-01-20 08:25:00,2025-01-20 09:11:00,Jaipur,Jaipur,COMPLETED
TRP_000174,VH_0110,DRV_0110,2025-01-20 09:19:00,2025-01-20 10:29:00,Jaipur,Bangalore,COMPLETED
TRP_000175,VH_0110,DRV_0110,2025-01-20 18:04:00,2025-01-20 18:37:00,Jaipur,Jaipur,COMPLETED
TRP_000176,VH_0111,DRV_0111,2025-01-20 06:40:00,2025-01-20 08:17:00,Delhi,Lucknow,COMPLETED
TRP_000177,VH_0113,DRV_0113,2025-01-20 14:46:00,2025-01-20 16:29:00,Mumbai,Mumbai,COMPLETED
TRP_000178,VH_0114,DRV_0114,2025-01-20 09:12:00,2025-01-20 10:14:00,Mumbai,Mumbai,CANCELLED
TRP_000179,VH_0114,DRV_0114,2025-01-20 14:50:00,2025-01-20 17:24:00,Mumbai,Jaipur,COMPLETED
TRP_000180,VH_0114,DRV_0114,2025-01-20 16:28:00,2025-01-20 18:57:00,Mumbai,Bangalore,COMPLETED
TRP_000181,VH_0114,DRV_0114,2025-01-20 18:32:00,2025-01-20 19:27:00,Mumbai,Mumbai,CANCELLED
TRP_000182,VH_0115,DRV_0115,2025-01-20 13:57:00,2025-01-20 16:20:00,Kolkata,Kolkata,COMPLETED
TRP_000183,VH_0115,DRV_0115,2025-01-20 19:05:00,2025-01-20 20:17:00,Kolkata,Kolkata,COMPLETED
TRP_000184,VH_0116,DRV_0116,2025-01-20 06:23:00,2025-01-20 09:17:00,Pune,Pune,COMPLETED
TRP_000185,VH_0116,DRV_0116,2025-01-20 07:32:00,2025-01-20 09:16:00,Pune,Pune,COMPLETED
TRP_000186,VH_0116,DRV_0116,2025-01-20 12:38:00,2025-01-20 15:28:00,Pune,Pune,COMPLETED
TRP_000187,VH_0116,DRV_0116,2025-01-20 21:15:00,2025-01-20 23:09:00,Pune,Pune,COMPLETED
TRP_000188,VH_0117,DRV_0117,2025-01-20 17:32:00,2025-01-20 21:28:00,Mumbai,Mumbai,COMPLETED
TRP_000189,VH_0119,DRV_0119,2025-01-20 19:13:00,2025-01-20 20:35:00,Chennai,Lucknow,COMPLETED
TRP_000190,VH_0120,DRV_0120,2025-01-20 09:12:00,2025-01-20 10:47:00,Lucknow,Lucknow,COMPLETED
TRP_000191,VH_0120,DRV_0120,2025-01-20 10:33:00,2025-01-20 12:15:00,Lucknow,Lucknow,COMPLETED
TRP_000192,VH_0120,DRV_0120,2025-01-20 11:28:00,2025-01-20 13:08:00,Lucknow,Lucknow,COMPLETED
TRP_000193,VH_0120,DRV_0120,2025-01-20 16:17:00,2025-01-20 18:37:00,Lucknow,Lucknow,COMPLETED
TRP_000194,VH_0121,DRV_0121,2025-01-20 15:18:00,2025-01-20 17:17:00,Delhi,Delhi,COMPLETED
TRP_000195,VH_0122,DRV_0122,2025-01-20 10:25:00,2025-01-20 11:30:00,Delhi,Delhi,COMPLETED
TRP_000196,VH_0122,DRV_0122,2025-01-20 20:46:00,2025-01-20 21:53:00,Delhi,Delhi,COMPLETED
TRP_000197,VH_0124,DRV_0124,2025-01-20 19:34:00,2025-01-20 21:03:00,Jaipur,Jaipur,COMPLETED
TRP_000198,VH_0125,DRV_0125,2025-01-20 06:05:00,2025-01-20 08:43:00,Pune,Pune,COMPLETED
TRP_000199,VH_0125,DRV_0125,2025-01-20 09:17:00,2025-01-20 12:41:00,Pune,Pune,COMPLETED
TRP_000200,VH_0126,DRV_0126,2025-01-20 10:09:00,2025-01-20 11:13:00,Pune,Bangalore,COMPLETED
TRP_000201,VH_0126,DRV_0126,2025-01-20 11:11:00,2025-01-20 12:59:00,Pune,Pune,COMPLETED
TRP_000202,VH_0126,DRV_0126,2025-01-20 17:26:00,2025-01-20 19:17:00,Pune,Bangalore,IN_PROGRESS
TRP_000203,VH_0126,DRV_0126,2025-01-20 21:34:00,2025-01-21 00:27:00,Pune,Pune,COMPLETED
TRP_000204,VH_0127,DRV_0127,2025-01-20 12:21:00,2025-01-20 15:12:00,Hyderabad,Hyderabad,COMPLETED
TRP_000205,VH_0127,DRV_0127,2025-01-20 14:34:00,2025-01-20 16:30:00,Hyderabad,Hyderabad,COMPLETED
TRP_000206,VH_0128,DRV_0128,2025-01-20 15:03:00,2025-01-20 17:00:00,Mumbai,Mumbai,COMPLETED
TRP_000207,VH_0129,DRV_0129,2025-01-20 10:57:00,2025-01-20 12:22:00,Hyderabad,Hyderabad,COMPLETED
TRP_000208,VH_0129,DRV_0129,2025-01-20 14:40:00,2025-01-20 16:38:00,Hyderabad,Hyderabad,COMPLETED
TRP_000209,VH_0130,DRV_0130,2025-01-20 06:48:00,2025-01-20 07:42:00,Delhi,Delhi,COMPLETED
TRP_000210,VH_0130,DRV_0130,2025-01-20 08:40:00,2025-01-20 09:57:00,Delhi,Chennai,COMPLETED
TRP_000211,VH_0130,DRV_0130,2025-01-20 09:04:00,2025-01-20 10:01:00,Delhi,Bangalore,COMPLETED
TRP_000212,VH_0132,DRV_0132,2025-01-20 07:42:00,2025-01-20 09:27:00,Lucknow,Lucknow,COMPLETED
TRP_000213,VH_0132,DRV_0132,2025-01-20 21:21:00,2025-01-20 22:19:00,Lucknow,Lucknow,COMPLETED
TRP_000214,VH_0133,DRV_0133,2025-01-20 10:17:00,2025-01-20 11:26:00,Bangalore,Bangalore,COMPLETED
TRP_000215,VH_0133,DRV_0133,2025-01-20 11:52:00,2025-01-20 14:02:00,Bangalore,Bangalore,COMPLETED
